Logistic Regression_pred,Random Forest_pred,XGBoost_pred,XGBoost SMOTE_pred,CatBoost_pred,FNN_pred,FNN Tuned_pred,CNN_pred,CNN Tuned_pred,LSTM_pred,BiLSTM_pred,CNN-BiLSTM_pred,Autoencoder_pred,target
0.13421629036279978,0.21197340378698976,0.10794345,0.106234066,0.11854728849796378,0.10581539,0.10581539,0.25573173,0.09669519,0.27212596,0.19960563,0.2463139,0.0020648835106314625,0
0.2906709296693888,0.41528754371936794,0.416196,0.33479768,0.40074999798872074,0.26023635,0.26023635,0.32381642,0.17282079,0.38301867,0.31999055,0.343378,0.0021592447315054624,0
0.4093260530335268,0.3665553255841488,0.40286538,0.2199083,0.375523500617088,0.3582561,0.3582561,0.37242585,0.11137962,0.37260753,0.30216408,0.32258457,0.0006592632481496207,0
0.5353128566394535,0.4183824279368427,0.4028359,0.23405053,0.4801552114957601,0.39909226,0.39909226,0.3764114,0.10684585,0.45140976,0.51369715,0.36901385,0.0005753782902122924,0
0.2559198386638296,0.2451208223508996,0.14409263,0.09905198,0.23371245549145162,0.12522246,0.12522246,0.33802631,0.090222836,0.33341837,0.26898396,0.29676792,0.0003564345973439832,0
0.2616979752388217,0.29344003449081113,0.27373314,0.18836133,0.29185124738912105,0.14396854,0.14396854,0.3727627,0.1403521,0.35172153,0.3210873,0.302478,0.0011841649931521674,0
0.3795101917966543,0.3281918879594405,0.34818342,0.33258694,0.4056617410909788,0.4740604,0.4740604,0.38619918,0.07552023,0.4201957,0.4220282,0.30860823,0.0002796404699538832,0
0.32532831543082813,0.36616235856201557,0.34867105,0.23027149,0.34900443052636393,0.26340902,0.26340902,0.38331947,0.07599943,0.4731629,0.4073151,0.3716728,0.00039350146231039,0
0.41467942997910373,0.3667925894217695,0.29882357,0.2052446,0.3499255232637569,0.38250148,0.38250148,0.37511584,0.092421986,0.46740684,0.4039817,0.38536176,0.0004993969219548095,0
0.5218923535808554,0.4171480291618298,0.40023762,0.24516147,0.4643835970761592,0.36940244,0.36940244,0.35036153,0.08465889,0.40700924,0.4196223,0.32282647,0.0004457091589425737,1
0.40027381888627184,0.334529756972999,0.069443755,0.09605513,0.14878445186657926,0.32776964,0.32776964,0.3484999,0.0973175,0.37704667,0.29210275,0.32717672,0.0006366873155429904,0
0.36762210300286546,0.2831701187450551,0.17086387,0.116381176,0.254444064340885,0.11007845,0.11007845,0.42879522,0.1615171,0.3315141,0.24397376,0.31802744,0.000753738804299346,0
0.9945268481913991,0.9162825664477807,0.94963217,0.90449953,0.9718644824088328,0.9844903,0.9844903,0.9027162,0.7889668,0.9103303,0.94691986,0.94803727,0.02879922391381386,0
0.323388333905026,0.2412481465906908,0.13724725,0.118308924,0.18066046579141196,0.079564825,0.079564825,0.44108513,0.13151519,0.355436,0.31633902,0.3056871,0.0006842554510221346,0
0.17760340328997082,0.2774132867457015,0.18271418,0.032064475,0.18918951341629664,0.082338,0.082338,0.33541992,0.0767597,0.30780786,0.23293407,0.27899918,0.0007417123222740796,0
0.431896547045633,0.5638874849905112,0.5603066,0.24750662,0.5478846976209508,0.35717347,0.35717347,0.28321233,0.1822877,0.40039498,0.41530284,0.29682106,0.002424673839947114,0
0.24103100826847107,0.2829077595110381,0.3029655,0.22306618,0.28448588613482395,0.30041328,0.30041328,0.2754918,0.09298339,0.34466022,0.26151907,0.26645428,0.0016738885029217818,0
0.24593543400826628,0.24201725299588997,0.14956309,0.13683556,0.22953287395582686,0.10747365,0.10747365,0.3413479,0.08450086,0.3165737,0.258387,0.28417742,0.00040025533908344613,0
0.8973080261891803,0.9065346614248726,0.9666941,0.9361296,0.9216913321230845,0.9378762,0.9378762,0.77610207,0.6245688,0.80157447,0.84144306,0.85074395,0.003286392939796963,1
0.19923097620700198,0.28471474654606627,0.17422847,0.09475191,0.19385223873555568,0.097828664,0.097828664,0.36883658,0.06510042,0.3667404,0.2787256,0.2979031,0.0004505677140312076,0
0.4625163666795866,0.5422717679305735,0.27925068,0.17868109,0.20827028226595926,0.14454284,0.14454284,0.60209745,0.19111979,0.6202974,0.51708823,0.47206366,0.0006836701933801471,1
0.3321028060344362,0.28489988068116895,0.2806088,0.1987528,0.23330782588745239,0.15260626,0.15260626,0.27978155,0.11997925,0.34637105,0.2723768,0.27633476,0.0015847545765290693,0
0.13752686910843173,0.23985232008124518,0.16149902,0.10002294,0.15526776635984918,0.0924633,0.0924633,0.27022803,0.07245251,0.3317838,0.28489357,0.2574416,0.002109223783508549,0
0.1373139576745265,0.24223986249974128,0.12214799,0.10672182,0.16073577036623996,0.07718814,0.07718814,0.3606592,0.06737336,0.31654415,0.21251723,0.28161427,0.000724309534272154,0
0.36721772439558154,0.3269368990223851,0.4250202,0.24560307,0.3247292383069998,0.2976274,0.2976274,0.39679757,0.13669947,0.34973538,0.3360231,0.30915597,0.0015683917719092608,0
0.1081019094001938,0.2517930580368303,0.17610607,0.1049893,0.1819112656880093,0.14290555,0.14290555,0.23660806,0.075768575,0.30271628,0.25396237,0.24488176,0.0024651411835651046,0
0.6323720305251933,0.4337124607304929,0.30297682,0.09410668,0.49414964625379587,0.16726337,0.16726337,0.69706225,0.36544466,0.8214744,0.8781766,0.87144256,0.005902130134175034,0
0.4189523944233236,0.3695296290335099,0.25793928,0.24647787,0.34348634328563443,0.2514218,0.2514218,0.37696832,0.085095696,0.4283439,0.37611198,0.3445907,0.00065206001377945,0
0.48656031428257807,0.3625768797918407,0.43247023,0.31509262,0.4372012248147115,0.42967907,0.42967907,0.4195562,0.17026342,0.40491703,0.43431476,0.33326584,0.000984832767489727,0
0.07037189453659208,0.272322219704432,0.21245012,0.16290776,0.1650738769578612,0.14426903,0.14426903,0.34888935,0.15570359,0.36385733,0.28336486,0.29997343,0.004458742690499291,0
0.2879158754668633,0.3270747447804935,0.34846804,0.20715542,0.32181183465923463,0.3339538,0.3339538,0.36611545,0.07234977,0.39868397,0.37698206,0.2926357,0.0007135410703902461,0
0.8710742567261875,0.8775752987928535,0.89137244,0.8045944,0.9067640215195141,0.8749772,0.8749772,0.65399003,0.29223013,0.7786852,0.7620302,0.72250706,0.0014572662086666085,1
0.2290204267052004,0.2422314931719695,0.18078664,0.12746894,0.18854987872280624,0.32422116,0.32422116,0.37003687,0.08830567,0.34276065,0.24959128,0.31956512,0.00042962686192276,0
0.6122560606774036,0.3720608054216807,0.47807124,0.10368746,0.39289531023641977,0.56799054,0.56799054,0.72507054,0.42840457,0.6418927,0.64709777,0.77119994,0.009871607615045323,0
0.1430661825278081,0.25387273865781224,0.31785306,0.1953928,0.28855362550384184,0.16966489,0.16966489,0.26577353,0.083743975,0.30709878,0.22829378,0.25572106,0.0022672159358662707,0
0.44124291144888295,0.46836132148725007,0.5688753,0.5052374,0.503662508338312,0.47562045,0.47562045,0.44625705,0.16298977,0.3571316,0.3827912,0.34888768,0.0009414051964281919,0
0.49105058317353595,0.3975906163879797,0.43688515,0.35393846,0.4674766042539685,0.45578325,0.45578325,0.39780256,0.10497696,0.40476426,0.44763035,0.32946447,0.0003026067292692839,0
0.26426274628421303,0.3173644870564503,0.25532553,0.13481672,0.17675383047709015,0.1538086,0.1538086,0.5212451,0.16384278,0.58114326,0.6811068,0.58121556,0.0014878885551180504,0
0.3834348400937875,0.38294618064438035,0.2882563,0.2574724,0.31398321173817334,0.094937794,0.094937794,0.32353115,0.150548,0.5749042,0.6034122,0.3696409,0.002494799392148939,0
0.4256990818342419,0.3472204738507712,0.46750414,0.30886802,0.4095542902821517,0.45569086,0.45569086,0.49539942,0.18937622,0.5458961,0.559062,0.47165403,0.0006046103832717108,0
0.2837488113565651,0.33040947353986444,0.31660667,0.11168428,0.3108360267750768,0.2754771,0.2754771,0.24283007,0.19180475,0.38951144,0.4247429,0.2765489,0.0037060630507476503,0
0.19921471724231582,0.2820984710083713,0.1989269,0.09753729,0.19632386472358712,0.09805511,0.09805511,0.3685986,0.097900726,0.32020736,0.2425104,0.27522242,0.0006832168805056432,0
0.20491314445212996,0.2775023960188417,0.17885551,0.14884235,0.17678161250283242,0.123365834,0.123365834,0.45305473,0.16164854,0.37759498,0.32519424,0.35245362,0.0030346521114814713,0
